Back to ToC,Group2,Group3,Group4,Group5,Group6,Group7,Group8,Group9,Group10,Reference_ID,Value,Organization Subtype,Location Name,Location ID,Superior Organization Name,Superior_Organization_ID,Comments,Sup Org Manager,Inactive
5853028195,,,,,,,,,,NEW5853028195,Ctr for Clinical Research-Operations Manager,Multi-Department School - Acad,Herston Campus,S50,Ctr for Clinical Research,NEW7483036783,,,
5853028511,,,,,,,,,,NEW5853028511,Ctr for Clinical Research-Unpaid Functional Reports To,Multi-Department School - Acad,St Lucia Campus,S01,Ctr for Clinical Research,SUP0000000700,,,
5853029831,,,,,,,,,,NEW5853029831,Ctr for Clinical Research-Affil Professor (Non-bulk pos),Multi-Department School - Acad,Royal Bris Hosp - Herston,S71,Ctr for Clinical Research,SUP0000000700,,,
5853030278,,,,,,,,,,NEW5853030278,"Ctr for Clinical Research-Professor, Christopher Chen Ch",Multi-Department School - Acad,Herston Campus,S50,Ctr for Clinical Research,SUP0000000700,,,
5853032119,,,,,,,,,,NEW5853032119,Ctr for Clinical Research-Postdoctoral Research Fellow,Multi-Department School - Acad,Royal Bris Hosp - Herston,S71,Ctr for Clinical Research,NEW5853048787,,,
5853032433,,,,,,,,,,NEW5853032433,Ctr for Clinical Research-Principal Research Fellow,Multi-Department School - Acad,Royal Bris Hosp - Herston,S71,Ctr for Clinical Research,SUP0000000700,,,
5853032803,,,,,,,,,,NEW5853032803,Ctr for Clinical Research-Senior Research Fellow,Multi-Department School - Acad,Royal Bris Hosp - Herston,S71,Ctr for Clinical Research,SUP0000000700,,,
5853033340,,,,,,,,,,NEW5853033340,Ctr for Clinical Research-Affiliate (Non Bulk Pos),Multi-Department School - Acad,Royal Bris Hosp - Herston,S71,Ctr for Clinical Research,SUP0000000700,,,
5853033846,,,,,,,,,,NEW5853033846,Ctr for Clinical Research-Research Fellow,Multi-Department School - Acad,Royal Bris Hosp - Herston,S71,Ctr for Clinical Research,NEW7003014569,,,
5853034097,,,,,,,,,,NEW5853034097,Ctr for Clinical Research-Senior Research Fellow,Multi-Department School - Acad,Herston Campus,S50,Ctr for Clinical Research,SUP0000000700,,,
5853034418,,,,,,,,,,NEW5853034418,Ctr for Clinical Research-Senior Research Fellow,Multi-Department School - Acad,St Lucia Campus,S01,Ctr for Clinical Research,SUP0000000700,,,
5853034488,,,,,,,,,,NEW5853034488,Ctr for Clinical Research-Adjunct Fellow Non Bulk pos no,Multi-Department School - Acad,Royal Bris Hosp - Herston,S71,Ctr for Clinical Research,SUP0000000700,,,
5853034581,,,,,,,,,,NEW5853034581,Ctr for Clinical Research-NHMRC Early Career Fellow,Multi-Department School - Acad,Herston Campus,S50,Ctr for Clinical Research,SUP0000000700,,,
5853034654,,,,,,,,,,NEW5853034654,Ctr for Clinical Research-Research Officer,Multi-Department School - Acad,Herston Campus,S50,Ctr for Clinical Research,NEW5853033340,,,
5853037464,,,,,,,,,,NEW5853037464,Ctr for Clinical Research-Emeritus Professor (Non-bulk),Multi-Department School - Acad,Royal Bris Hosp - Herston,S71,Ctr for Clinical Research,SUP0000000700,,,
5853037871,,,,,,,,,,NEW5853037871,Ctr for Clinical Research-NHMRC Early Career Fellowship,Multi-Department School - Acad,Royal Bris Hosp - Herston,S71,Ctr for Clinical Research,SUP0000000729,,,
5853038072,,,,,,,,,,NEW5853038072,Ctr for Clinical Research-Principal Research Fellow,Multi-Department School - Acad,Royal Bris Hosp - Herston,S71,Ctr for Clinical Research,SUP0000000700,,,
5853039268,,,,,,,,,,NEW5853039268,Ctr for Clinical Research-NHMRC Practitioner Fellowship,Multi-Department School - Acad,Royal Bris Hosp - Herston,S71,Ctr for Clinical Research,SUP0000000700,,,
5853040570,,,,,,,,,,NEW5853040570,Ctr for Clinical Research-Senior Research Fellow,Multi-Department School - Acad,Royal Bris Hosp - Herston,S71,Ctr for Clinical Research,SUP0000000700,,,
5853042559,,,,,,,,,,NEW5853042559,Ctr for Clinical Research-Emeritus Professor (Non-bulk),Multi-Department School - Acad,Royal Bris Hosp - Herston,S71,Ctr for Clinical Research,SUP0000000700,,,
5853045251,,,,,,,,,,NEW5853045251,Ctr for Clinical Research-Clinical Trials Res Specialist,Multi-Department School - Acad,Royal Bris Hosp - Herston,S71,Ctr for Clinical Research,SUP0000000700,,,
5853047326,,,,,,,,,,NEW5853047326,Ctr for Clinical Research-(NON-BULK) AcadTitle-Assoc Lec,Multi-Department School - Acad,Royal Bris Hosp - Herston,S71,Ctr for Clinical Research,SUP0000000700,,,
5853047391,,,,,,,,,,NEW5853047391,Ctr for Clinical Research-Clinical Trials Manager,Multi-Department School - Acad,Royal Bris Hosp - Herston,S71,Ctr for Clinical Research,SUP0000000700,,,
5853048293,,,,,,,,,,NEW5853048293,Ctr for Clinical Research-Honorary Professor (NON-BULK),Multi-Department School - Acad,Royal Bris Hosp - Herston,S71,Ctr for Clinical Research,SUP0000000700,,,
5853048787,,,,,,,,,,NEW5853048787,Ctr for Clinical Research-Affiliate (NON-BULK),Multi-Department School - Acad,Royal Bris Hosp - Herston,S71,Ctr for Clinical Research,SUP0000000700,,,
5853049322,,,,,,,,,,NEW5853049322,Ctr for Clinical Research-Acad Title-Sen Lec (Non-Bulk),Multi-Department School - Acad,Royal Bris Hosp - Herston,S71,Ctr for Clinical Research,SUP0000000700,,,
586,,,,,,,,,,SUP000000058,Admissions-Admissions Manager,Section/Unit,St Lucia Campus,S01,Admissions,SUP000000055,,,
5861265586,,,,,,,,,,NEW5861265586,Admissions-Senior Admissions Officer,Section/Unit,St Lucia Campus,S01,Admissions,SUP000000058,,,
587,,,,,,,,,,SUP000000058,"Student Centre-Manager, Student Centre",Section/Unit,St Lucia Campus,S01,Student Centre,SUP000000055,,,
5871309448,,,,,,,,,,NEW5871309448,"Student Centre-Team Leader, Student Centre",Section/Unit,St Lucia Campus,S01,Student Centre,SUP000000058,,,
5871309455,,,,,,,,,,NEW5871309455,"Student Centre-Team Leader, Student Centre",Section/Unit,St Lucia Campus,S01,Student Centre,SUP000000058,,,
588,,,,,,,,,,SUP000000058,Student Progression-Administrative Manager,Section/Unit,St Lucia Campus,S01,Student Progression,SUP000000055,,,
5883025776,,,,,,,,,,NEW5883025776,Student Progression-Senior Administrative Officer,Section/Unit,St Lucia Campus,S01,Student Progression,SUP000000058,,,
5901219019,,,,,,,,,,NEW5901219019,UQ Careers-Senior Admin Manager,Section/Unit,St Lucia Campus,S01,UQ Careers,SUP0000000661,,,
590,,,,,,,,,,SUP0000000609,UQ Careers-Careers & EmployabilityAdvisor,Section/Unit,St Lucia Campus,S01,UQ Careers,NEW6613049548,,,
592,,,,,,,,,,SUP0000000276,"Counselling-Manager, Student Counselling",Section/Unit,St Lucia Campus,S01,Counselling,SUP0000000661,,,
5933027850,,,,,,,,,,NEW5933027850,Student Equity-Student Relations Call Centre,Section/Unit,St Lucia Campus,S01,Student Equity,NEW8043041528,,,
601,,,,,,,,,,SUP0000000130,Moreton Bay Res Station-Senior Administrative Officer,School Centre/Other Centre,Moreton Bay Res Station,S99,Moreton Bay Res Station,NEW1303022400,,,
601,,,,,,,,,,SUP0000000130,Moreton Bay Res Station-Station Manager,School Centre/Other Centre,Moreton Bay Res Station,S99,Moreton Bay Res Station,NEW1303022400,,,
607,,,,,,,,,,SUP0000000792,"Domestic Student Recruit-Manager, Schools Engagement",School Centre/Other Centre,St Lucia Campus,S01,Domestic Student Recruit,SUP0000000792,,,
607,,,,,,,,,,SUP0000000792,Domestic Student Recruit-Unpaid Functional Reports To,School Centre/Other Centre,St Lucia Campus,S01,Domestic Student Recruit,SUP0000000792,,,
6093021506,,,,,,,,,,NEW6093021506,"Student Employability Ctr-Manager, UQ Abroad",Branch/Directorate,St Lucia Campus,S01,Student Employability Ctr,NEW6613049551,,,
6093023869,,,,,,,,,,NEW6093023869,Student Employability Ctr-Global Experiences Team Leader,Branch/Directorate,St Lucia Campus,S01,Student Employability Ctr,NEW6093021506,,,
609,,,,,,,,,,SUP0000000661,Student Employability Ctr-Associate Director,Branch/Directorate,St Lucia Campus,S01,Student Employability Ctr,SUP0000000578,,,
6093033586,,,,,,,,,,NEW6093033586,Student Employability Ctr-ServiceImprovementManagerEmplo,Branch/Directorate,St Lucia Campus,S01,Student Employability Ctr,NEW6613049552,,,
6093041635,,,,,,,,,,NEW6093041635,Student Employability Ctr-Student Partners Adviser,Branch/Directorate,St Lucia Campus,S01,Student Employability Ctr,NEW6613049552,,,
6093041898,,,,,,,,,,NEW6093041898,Student Employability Ctr-Service Improvement Manager,Branch/Directorate,St Lucia Campus,S01,Student Employability Ctr,NEW6613049548,,,
6093042096,,,,,,,,,,NEW6093042096,Student Employability Ctr-ServiceImprovementManagerInter,Branch/Directorate,St Lucia Campus,S01,Student Employability Ctr,NEW6613049551,,,
6093042298,,,,,,,,,,NEW6093042298,"Student Employability Ctr-Manager Career, Development Le",Branch/Directorate,St Lucia Campus,S01,Student Employability Ctr,NEW6613049548,,,
6093043685,,,,,,,,,,NEW6093043685,Student Employability Ctr-Scholarships and Grants Coord,Branch/Directorate,St Lucia Campus,S01,Student Employability Ctr,NEW6093021506,,,
6093046987,,,,,,,,,,NEW6093046987,Student Employability Ctr-Data Analyst,Branch/Directorate,St Lucia Campus,S01,Student Employability Ctr,NEW6093041898,,,
6113020932,,,,,,,,,,NEW6113020932,Corporate Operations-Director,Section/Unit,St Lucia Campus,S01,Corporate Operations,SUP00000001,,,
611,,,,,,,,,,SUP0000000782,"Corporate Operations-Manager, University Travel",Section/Unit,St Lucia Campus,S01,Corporate Operations,SUP0000000782,,,
611,,,,,,,,,,SUP0000000782,Corporate Operations-Administration Officer,Section/Unit,St Lucia Campus,S01,Corporate Operations,SUP0000000782,,,
614,,,,,,,,,,SUP0000000434,Global Change Institute-Institute Director,Faculty or equivalent,St Lucia Campus,S01,Global Change Institute,SUP00000001,,,
6143021489,,,,,,,,,,NEW6143021489,Global Change Institute-Communications Officer,Faculty or equivalent,St Lucia Campus,S01,Global Change Institute,SUP0000000434,,,
6143021490,,,,,,,,,,NEW6143021490,Global Change Institute-Deputy Director (Operations),Faculty or equivalent,St Lucia Campus,S01,Global Change Institute,SUP0000000434,,,
6143024323,,,,,,,,,,NEW6143024323,Global Change Institute-Director of Advancement,Faculty or equivalent,St Lucia Campus,S01,Global Change Institute,SUP0000000434,,,
6143025253,,,,,,,,,,NEW6143025253,Global Change Institute-Caitlin Seaview Survey Project,Faculty or equivalent,St Lucia Campus,S01,Global Change Institute,SUP0000000434,,,
6143028533,,,,,,,,,,NEW6143028533,Global Change Institute-Unpaid Functional Reports To,Faculty or equivalent,St Lucia Campus,S01,Global Change Institute,SUP0000000434,,,
6143033742,,,,,,,,,,NEW6143033742,Global Change Institute-Deputy Director,Faculty or equivalent,St Lucia Campus,S01,Global Change Institute,SUP0000000434,,,
6143036889,,,,,,,,,,NEW6143036889,Global Change Institute-Postdoctoral Research Fellow,Faculty or equivalent,St Lucia Campus,S01,Global Change Institute,SUP0000000434,,,
6153021291,,,,,,,,,,NEW6153021291,Confucius Institute-Principal Admin Officer,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Confucius Institute,NEW6153021776,,,
6153021776,,,,,,,,,,NEW6153021776,Confucius Institute-Uni/Faculty Centre Director,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Confucius Institute,SUP00000007,,,
6153026968,,,,,,,,,,NEW6153026968,Confucius Institute-Project Manager,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Confucius Institute,NEW6153021776,,,
6153028513,,,,,,,,,,NEW6153028513,Confucius Institute-Unpaid Functional Reports To,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Confucius Institute,NEW6153021776,,,
6153045328,,,,,,,,,,NEW6153045328,Confucius Institute-Unpaid Functional Reports To,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Confucius Institute,SUP0000000701,,,
615,,,,,,,,,,SUP0000000554,Confucius Institute-Director of Central Area,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Confucius Institute,SUP00000007,,,
6163020712,,,,,,,,,,NEW6163020712,Terres Ecosys Res Network-Uni/Faculty Centre Director,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Terres Ecosys Res Network,NEW1303028879,,,
6163022510,,,,,,,,,,NEW6163022510,Terres Ecosys Res Network-Data Manager,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Terres Ecosys Res Network,SUP0000000779,,,
6163023579,,,,,,,,,,NEW6163023579,Terres Ecosys Res Network-Finance Manager,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Terres Ecosys Res Network,SUP0000000779,,,
6163024155,,,,,,,,,,NEW6163024155,Terres Ecosys Res Network-Associate Science Director,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Terres Ecosys Res Network,NEW6163020712,,,
6163040422,,,,,,,,,,NEW6163040422,Terres Ecosys Res Network-Project Manager,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Terres Ecosys Res Network,SUP0000000779,,,
616,,,,,,,,,,SUP0000000779,Terres Ecosys Res Network-Director of Central Area,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Terres Ecosys Res Network,SUP0000000434,,,
6163045602,,,,,,,,,,NEW6163045602,Terres Ecosys Res Network-Professional Staff,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Terres Ecosys Res Network,SUP0000000779,,,
6171058139,,,,,,,,,,NEW6171058139,Ctr for Advanced Imaging-Professor,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Ctr for Advanced Imaging,SUP0000000779,,,
6171221234,,,,,,,,,,NEW6171221234,Ctr for Advanced Imaging-Radiochemist,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Ctr for Advanced Imaging,SUP0000000779,,,
6171260154,,,,,,,,,,NEW6171260154,Ctr for Advanced Imaging-Senior Research Fellow,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Ctr for Advanced Imaging,SUP0000000779,,,
617,,,,,,,,,,SUP0000000779,Ctr for Advanced Imaging-Uni/Faculty Centre Director,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Ctr for Advanced Imaging,SUP0000000434,,,
6173014918,,,,,,,,,,NEW6173014918,Ctr for Advanced Imaging-Research Fellow,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Ctr for Advanced Imaging,SUP0000000779,,,
6173015245,,,,,,,,,,NEW6173015245,Ctr for Advanced Imaging-Research Manager,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Ctr for Advanced Imaging,SUP0000000779,,,
6173017534,,,,,,,,,,NEW6173017534,Ctr for Advanced Imaging-NIF National Manager,Schl/Faculty Centre/Discipline,Princess Alexandra Hosp,S76,Ctr for Advanced Imaging,NEW7793037769,,,
6173019406,,,,,,,,,,NEW6173019406,Ctr for Advanced Imaging-Administrative Officer,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Ctr for Advanced Imaging,SUP0000000779,,,
6173022100,,,,,,,,,,NEW6173022100,Ctr for Advanced Imaging-Head of Human/Companion Animal,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Ctr for Advanced Imaging,NEW6173041807,,,
6173022611,,,,,,,,,,NEW6173022611,Ctr for Advanced Imaging-Senior Research Fellow,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Ctr for Advanced Imaging,NEW6173045445,,,
6173022737,,,,,,,,,,NEW6173022737,Ctr for Advanced Imaging-OH&S Manager,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Ctr for Advanced Imaging,NEW6173041807,,,
6173024858,,,,,,,,,,NEW6173024858,Ctr for Advanced Imaging-Senior IT Manager,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Ctr for Advanced Imaging,NEW6173041807,,,
6173025042,,,,,,,,,,NEW6173025042,Ctr for Advanced Imaging-Principal Research Fellow,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Ctr for Advanced Imaging,SUP0000000779,,,
6173025921,,,,,,,,,,NEW6173025921,Ctr for Advanced Imaging-Clinical Trial Research Assist,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Ctr for Advanced Imaging,SUP0000000779,,,
6173026041,,,,,,,,,,NEW6173026041,Ctr for Advanced Imaging-Research Fellow,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Ctr for Advanced Imaging,NEW6173025042,,,
6173026270,,,,,,,,,,NEW6173026270,Ctr for Advanced Imaging-Facility Fellow,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Ctr for Advanced Imaging,SUP0000000779,,,
6173028101,,,,,,,,,,NEW6173028101,Ctr for Advanced Imaging-ARC Future Fellow,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Ctr for Advanced Imaging,SUP0000000779,,,
6173028514,,,,,,,,,,NEW6173028514,Ctr for Advanced Imaging-Unpaid Functional Reports To,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Ctr for Advanced Imaging,SUP0000000779,,,
6173028569,,,,,,,,,,NEW6173028569,Ctr for Advanced Imaging-Scholar Functional Reports To,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Ctr for Advanced Imaging,SUP0000000779,,,
6173029914,,,,,,,,,,NEW6173029914,Ctr for Advanced Imaging-Lecturer (Academic Level C),Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Ctr for Advanced Imaging,SUP0000000779,,,
6173032845,,,,,,,,,,NEW6173032845,Ctr for Advanced Imaging-Postdoctoral Research Fellow,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Ctr for Advanced Imaging,SUP0000000779,,,
6173032900,,,,,,,,,,NEW6173032900,Ctr for Advanced Imaging-Principal Research Fellow,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Ctr for Advanced Imaging,SUP0000000779,,,
6173039052,,,,,,,,,,NEW6173039052,Ctr for Advanced Imaging-Head of Teaching & Learning,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Ctr for Advanced Imaging,SUP0000000779,,,
6173041807,,,,,,,,,,NEW6173041807,Ctr for Advanced Imaging-Centre Manager,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Ctr for Advanced Imaging,SUP0000000779,,,
6173041918,,,,,,,,,,NEW6173041918,Ctr for Advanced Imaging-Postdoctoral Research Fellow,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Ctr for Advanced Imaging,NEW6173032900,,,
6173045445,,,,,,,,,,NEW6173045445,Ctr for Advanced Imaging-ResTeach Affiliate,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Ctr for Advanced Imaging,SUP0000000779,,,
6183021954,,,,,,,,,,NEW6183021954,Qld All Agr Food Innov-Operations Manager,Faculty or equivalent,St Lucia Campus,S01,Qld All Agr Food Innov,NEW6183023727,,,
618,,,,,,,,,,SUP0000000434,Qld All Agr Food Innov-Institute Director,Faculty or equivalent,St Lucia Campus,S01,Qld All Agr Food Innov,SUP00000001,,,
6183022833,,,,,,,,,,NEW6183022833,Qld All Agr Food Innov-Administrative Manager,Faculty or equivalent,St Lucia Campus,S01,Qld All Agr Food Innov,NEW6183021954,,,
6183022850,,,,,,,,,,NEW6183022850,Qld All Agr Food Innov-Research Finance Officer,Faculty or equivalent,St Lucia Campus,S01,Qld All Agr Food Innov,SUP0000000434,,,
6183023317,,,,,,,,,,NEW6183023317,Qld All Agr Food Innov-HSF Manager,Faculty or equivalent,St Lucia Campus,S01,Qld All Agr Food Innov,NEW6183023727,,,
6183023727,,,,,,,,,,NEW6183023727,Qld All Agr Food Innov-Deputy Director,Faculty or equivalent,St Lucia Campus,S01,Qld All Agr Food Innov,SUP0000000434,,,
6183026749,,,,,,,,,,NEW6183026749,Qld All Agr Food Innov-Research Partnerships Manager,Faculty or equivalent,St Lucia Campus,S01,Qld All Agr Food Innov,NEW6183023727,,,
6183028524,,,,,,,,,,NEW6183028524,Qld All Agr Food Innov-Unpaid Functional Reports To,Faculty or equivalent,St Lucia Campus,S01,Qld All Agr Food Innov,SUP0000000434,,,
6183028585,,,,,,,,,,NEW6183028585,Qld All Agr Food Innov-Scholar Functional Reports To,Faculty or equivalent,St Lucia Campus,S01,Qld All Agr Food Innov,SUP0000000434,,,
6183037551,,,,,,,,,,NEW6183037551,"Qld All Agr Food Innov-Mngr, Engagement & Development",Faculty or equivalent,St Lucia Campus,S01,Qld All Agr Food Innov,NEW6183023727,,,
6183043475,,,,,,,,,,NEW6183043475,Qld All Agr Food Innov-Marketing and Comms Manager,Faculty or equivalent,St Lucia Campus,S01,Qld All Agr Food Innov,NEW6183021954,,,
6183047657,,,,,,,,,,NEW6183047657,Qld All Agr Food Innov-Postdoctoral Research Fellow,Faculty or equivalent,St Lucia Campus,S01,Qld All Agr Food Innov,SUP0000000434,,,
623,,,,,,,,,,SUP0000000108,Workplace Relations-Associate Director,Branch/Directorate,St Lucia Campus,S01,Workplace Relations,SUP000000051,,,
6253026285,,,,,,,,,,NEW6253026285,Client Services-Human Resources Manager,Section/Unit,St Lucia Campus,S01,Client Services,NEW5641155818,,,
626,,,,,,,,,,SUP0000000700,Rural Clinical School-Head of School,Multi-Department School - Acad,Toowoomba Hospital,S32,Rural Clinical School,NEW7003035344,,,
6263011109,,,,,,,,,,NEW6263011109,Rural Clinical School-Director UQRCS Hervey Bay,Multi-Department School - Acad,Hervey Bay Hospital,S86,Rural Clinical School,SUP0000000700,,,
6263011112,,,,,,,,,,NEW6263011112,Rural Clinical School-Director - UQRCS Bundaberg,Multi-Department School - Acad,Bundaberg Hospital,S87,Rural Clinical School,SUP0000000700,,,
6263012604,,,,,,,,,,NEW6263012604,Rural Clinical School-Associate Professor,Multi-Department School - Acad,Rockhampton Hospital,S82,Rural Clinical School,NEW7003035344,,,
6263012667,,,,,,,,,,NEW6263012667,Rural Clinical School-Director,Multi-Department School - Acad,Rockhampton Hospital,S82,Rural Clinical School,SUP0000000700,,,
6263013870,,,,,,,,,,NEW6263013870,Rural Clinical School-Senior Research Fellow,Multi-Department School - Acad,Uni Centre - Toowoomba,S30,Rural Clinical School,SUP0000000700,,,
6263017539,,,,,,,,,,NEW6263017539,Rural Clinical School-Director of Research,Multi-Department School - Acad,Toowoomba Hospital,S32,Rural Clinical School,SUP0000000700,,,
6263022624,,,,,,,,,,NEW6263022624,Rural Clinical School-Lead Clinical Educator,Multi-Department School - Acad,Hervey Bay Hospital,S86,Rural Clinical School,NEW6263011109,,,
6263023745,,,,,,,,,,NEW6263023745,Rural Clinical School-Coordinator - Rural Placements,Multi-Department School - Acad,Hervey Bay Hospital,S86,Rural Clinical School,NEW6263039553,,,
6263028016,,,,,,,,,,NEW6263028016,Rural Clinical School-Director UQRCS Toowoomba,Multi-Department School - Acad,Toowoomba Hospital,S32,Rural Clinical School,SUP0000000700,,,
6263028400,,,,,,,,,,NEW6263028400,Rural Clinical School-Research Fellow,Multi-Department School - Acad,Uni Centre - Toowoomba,S30,Rural Clinical School,NEW6263041400,,,
6263028762,,,,,,,,,,NEW6263028762,Rural Clinical School-Unpaid Functional Reports To,Multi-Department School - Acad,St Lucia Campus,S01,Rural Clinical School,SUP0000000700,,,
6263029832,,,,,,,,,,NEW6263029832,Rural Clinical School-Lead Clinical Educator,Multi-Department School - Acad,Bundaberg Hospital,S87,Rural Clinical School,SUP0000000700,,,
6263038574,,,,,,,,,,NEW6263038574,Rural Clinical School-Project Manager,Multi-Department School - Acad,Herston Campus,S50,Rural Clinical School,NEW6263039551,,,
6263039432,,,,,,,,,,NEW6263039432,"Rural Clinical School-Head, Regional Training Hub Rs",Multi-Department School - Acad,Rockhampton Hospital,S82,Rural Clinical School,NEW6263017539,,,
6263039551,,,,,,,,,,NEW6263039551,Rural Clinical School-Senior Manager,Multi-Department School - Acad,Toowoomba Hospital,S32,Rural Clinical School,NEW7003026398,,,
6263039553,,,,,,,,,,NEW6263039553,Rural Clinical School-Operations Manager,Multi-Department School - Acad,Toowoomba Hospital,S32,Rural Clinical School,NEW6263039551,,,
6263039697,,,,,,,,,,NEW6263039697,Rural Clinical School-Senior Academic Clinician,Multi-Department School - Acad,Rockhampton Hospital,S82,Rural Clinical School,NEW6263012667,,,
6263039705,,,,,,,,,,NEW6263039705,"Rural Clinical School-Team Leader, Bundaberg",Multi-Department School - Acad,Bundaberg Hospital,S87,Rural Clinical School,NEW6263039553,,,
6263039710,,,,,,,,,,NEW6263039710,"Rural Clinical School-Team Leader, Toowoomba",Multi-Department School - Acad,Toowoomba Hospital,S32,Rural Clinical School,NEW6263039553,,,
6263039739,,,,,,,,,,NEW6263039739,Rural Clinical School-Senior Academic Clinician,Multi-Department School - Acad,Toowoomba Hospital,S32,Rural Clinical School,NEW6263028016,,,
6263039817,,,,,,,,,,NEW6263039817,Rural Clinical School-Senior Finance Officer,Multi-Department School - Acad,Rockhampton Hospital,S82,Rural Clinical School,NEW7683036647,,,
6263039840,,,,,,,,,,NEW6263039840,"Rural Clinical School-Team Leader, Rockhampton",Multi-Department School - Acad,Rockhampton Hospital,S82,Rural Clinical School,NEW6263039553,,,
6263039848,,,,,,,,,,NEW6263039848,Rural Clinical School-Senior Academic Clinician,Multi-Department School - Acad,Bundaberg Hospital,S87,Rural Clinical School,NEW6263011109,,,
6263040676,,,,,,,,,,NEW6263040676,Rural Clinical School-Program Coord/Team Leader,Multi-Department School - Acad,Rockhampton Hospital,S82,Rural Clinical School,NEW6263039553,,,
6263041400,,,,,,,,,,NEW6263041400,Rural Clinical School-CHF Early Career Fellowship,Multi-Department School - Acad,Uni Centre - Toowoomba,S30,Rural Clinical School,SUP0000000700,,,
6263041433,,,,,,,,,,NEW6263041433,Rural Clinical School-Project Officer,Multi-Department School - Acad,Toowoomba Hospital,S32,Rural Clinical School,NEW6263038574,,,
6263042324,,,,,,,,,,NEW6263042324,Rural Clinical School-Lead Clinical Educator,Multi-Department School - Acad,Toowoomba Hospital,S32,Rural Clinical School,NEW6263028016,,,
631,,,,,,,,,,SUP0000000702,Ctr Youth Substance Abuse-Uni/Faculty Centre Director,Schl/Faculty Centre/Discipline,Royal Bris Hosp - Herston,S71,Ctr Youth Substance Abuse,SUP00000007,,,
6313028515,,,,,,,,,,NEW6313028515,Ctr Youth Substance Abuse-Unpaid Functional Reports To,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Ctr Youth Substance Abuse,SUP0000000702,,,
6313028586,,,,,,,,,,NEW6313028586,Ctr Youth Substance Abuse-Scholar Functional Reports To,Schl/Faculty Centre/Discipline,St Lucia Campus,S01,Ctr Youth Substance Abuse,SUP0000000702,,,
6313034019,,,,,,,,,,NEW6313034019,Ctr Youth Substance Abuse-NHMRC Emerging Leadership Fell,Schl/Faculty Centre/Discipline,Herston Campus,S50,Ctr Youth Substance Abuse,SUP0000000702,,,
6313047803,,,,,,,,,,NEW6313047803,Ctr Youth Substance Abuse-NHMRC TRIP Fellow,Schl/Faculty Centre/Discipline,Herston Campus,S50,Ctr Youth Substance Abuse,SUP0000000702,,,
6333013060,,,,,,,,,,NEW6333013060,Child Health Research Ctr-Unit Head (Research Unit),Schl/Faculty Centre/Discipline,Royal Bris Hosp - Herston,S71,Child Health Research Ctr,SUP0000000700,,,
6333015683,,,,,,,,,,NEW6333015683,Child Health Research Ctr-Professor,Schl/Faculty Centre/Discipline,QLD Childrens Hospital,S63,Child Health Research Ctr,SUP0000000700,,,
6333018746,,,,,,,,,,NEW6333018746,Child Health Research Ctr-Research Fellow,Schl/Faculty Centre/Discipline,Royal Bris Hosp - Herston,S71,Child Health Research Ctr,SUP0000000700,,,
6333018753,,,,,,,,,,NEW6333018753,Child Health Research Ctr-Research Fellow,Schl/Faculty Centre/Discipline,QLD Childrens Hospital,S63,Child Health Research Ctr,NEW6333015683,,,
